ComplaintID,Date,Time,Province,District,CustomerType,CustomerPlan,ComplaintChannel,ComplaintText,Language,Category,SubCategory,Priority,Severity,Department,Status,AssignedEngineer,Resolution,ResolutionHours,Escalated,DuplicateTicket,Sentiment,CustomerRating,NetworkTechnology,DeviceType,RouterBrand,EstimatedCost,AISummary
NTC-202604-009303,2026-04-19,08:04:03,Karnali,Rukum West,Corporate,SLA Premium Fiber,Mobile App,Default DNS server le IP resolve garena.,Nepali-English,DNS,CDN Routing Failure,Critical,Medium,Network Operations,In Progress,Eng. Deepa Sharma,Pending investigation by assigned field team.,0.0,True,False,Angry,,4G,MiFi Dongle,N/A,4708.32,Primary/Secondary DNS server resolution failure for target domain names.
NTC-202606-013495,2026-06-12,01:57:05,Madhesh,Dhanusha,Government,Secured Intranet SLA,Social Media,"Heloo support team, SMS message center number wrong vayo hola SMS nai pass hudaina. Solved this fast.",Nepali-English,SMS Failure,SMSC Center Error,Low,Low,Mobile Team,Resolved,Eng. Ramesh Shrestha,Recharge transaction re-processed manually via payment clearing system; customer account credited.,23.11,False,False,Neutral,5,5G,Wi-Fi Router,N/A,69.54,Customer unable to send or receive SMS / OTP notifications.
NTC-202603-011191,2026-03-26,03:47:06,Karnali,Salyan,Residential,Fiber 50Mbps,Social Media,PROBLEM REPORT - MOBILE NUMBER SUSPENDED DUE TO KYC NON-UPDATE ALERT.,English,SIM Blocked,IMEI Blacklisted,Medium,High,Mobile Team,In Progress,Eng. Nabin Chaudhary,Pending investigation by assigned field team.,0.0,False,True,Frustrated,,4G,ONT Optical Router,N/A,488.15,SIM line locked or blocked due to security/inactivity.
NTC-202604-002395,2026-04-25,09:54:51,Bagmati,Kavrepalanchok,Corporate,Dedicated Enterprise Fiber 1Gbps,Call Center (198),NET DHERAI NAI SLOW BHO. PAGE OPEN HUNA MINUTE LAGCHHA.,Nepali-English,Internet Slow,Peak Hour Degradation,Critical,Medium,Internet Support,In Progress,Eng. Deepa Sharma,Pending investigation by assigned field team.,0.0,True,False,Frustrated,,ADSL,MiFi Dongle,D-Link,6770.97,Customer experiencing lower than subscribed bandwidth speed.
NTC-202606-001186,2026-06-26,09:26:56,Sudurpashchim,Achham,Business,BizFiber 150Mbps,Call Center (198),"call garda aawaj katindai aauchha, complete noise aauchha voice ma.",Nepali-English,Voice Call,VoLTE Call Drop,Medium,Medium,Mobile Team,Resolved,Eng. Anish Karki,KYC documents manually verified in billing engine system and SIM profile activated.,44.8,False,False,Neutral,5,5G,Smartphone,N/A,257.19,Voice call quality degradation or call establishment failure.
NTC-202606-002008,2026-06-02,00:45:43,Karnali,Surkhet,Corporate,Dedicated Internet 100Mbps,Mobile App,Getting 'Network Busy' / 'All lines are occupied' error code when dialing.,English,Voice Call,Outbound Network Busy,Critical,Medium,Mobile Team,Resolved,Eng. Deepa Sharma,Adjusted WiFi radio channel frequencies and updated router firmware to resolve stability issue.,4.27,True,False,Angry,3,4G,Fiber Media Converter,N/A,2145.94,Voice call quality degradation or call establishment failure.
NTC-202606-000194,2026-06-03,03:33:16,Bagmati,Kathmandu,Corporate,Dedicated Enterprise Fiber 1Gbps,Counter Visit,"FYI, SMS pathauna khojda message send failed dincha.",Nepali-English,SMS Failure,SMSC Center Error,Low,Low,Mobile Team,Resolved,Eng. Prakash Maharjan,Recharge transaction re-processed manually via payment clearing system; customer account credited.,60.26,False,False,Neutral,4,4G,Smartphone,N/A,417.39,Customer unable to send or receive SMS / OTP notifications.
NTC-202603-013363,2026-03-22,16:39:43,Karnali,Surkhet,Residential,Fiber 50Mbps,Mobile App,"Dear NTC, Bahaar pillar ma bhako fiber wire tukra bhako xa. Fiber cut le garda internet aakai xaina.",Nepali-English,Fiber Cut,PCC Pole Damage,Critical,Critical,Fiber Team,Pending,Eng. Unassigned,Pending investigation by assigned field team.,0.0,True,False,Frustrated,,Fiber,Fiber Media Converter,Tenda,1902.14,Physical fiber optic cable break identified; field repair dispatched.
NTC-202603-008771,2026-03-09,14:28:48,Sudurpashchim,Dadeldhura,Government,GovNet Dedicated 50Mbps,Counter Visit,"Connection stable chaina, drop packets dherai dekhiyo router status ma.",Nepali-English,Packet Loss,Interface Error Frames,Critical,Medium,Network Operations,Resolved,Eng. Deepa Sharma,KYC documents manually verified in billing engine system and SIM profile activated.,1.73,True,False,Angry,5,FTTH,ONT Optical Router,D-Link,3676.34,Significant packet drop detected on connection link.
NTC-202606-005526,2026-06-23,21:58:16,Karnali,Rukum West,Residential,ADSL Standard,Web Portal,NEW SIM CARD PURCHASED YESTERDAY STILL SHOWING 'NO SERVICE' ON MOBILE NETWORK.,English,SIM Activation,MNP Porting Delay,Medium,Medium,Mobile Team,In Progress,Eng. Deepa Sharma,Pending investigation by assigned field team.,0.0,False,True,Frustrated,,4G,4G CPE Router,N/A,440.56,SIM card provisioning or KYC activation issue.
NTC-202606-000772,2026-06-15,11:26:25,Sudurpashchim,Kanchanpur,Business,BizFiber 300Mbps,Call Center (198),Huawei router tataerakhya chha ra light haru sabai blink bhayera reset hunchha.,Nepali-English,Router Issue,Ethernet Port Fault,Medium,Medium,Internet Support,In Progress,Eng. Subash Giri,Pending investigation by assigned field team.,0.0,False,False,Frustrated,,FTTH,Fiber Media Converter,Nokia,189.65,Hardware or firmware malfunction reported on customer premises router.
NTC-202606-010588,2026-06-20,15:34:56,Karnali,Rukum West,Government,GovNet Enterprise Fiber 100Mbps,SMS Alert,"FYI, Fiber wire broken on the main street pole near my home. Fiber link down completely.",English,Fiber Cut,PCC Pole Damage,Critical,Critical,Fiber Team,Resolved,Eng. Prakash Maharjan,Adjusted WiFi radio channel frequencies and updated router firmware to resolve stability issue.,5.97,False,True,Angry,5,FTTH,4G CPE Router,D-Link,6660.44,Physical fiber optic cable break identified; field repair dispatched.
NTC-202607-001479,2026-07-16,11:47:07,Lumbini,Kapilvastu,Corporate,Dedicated Enterprise Fiber 1Gbps,Mobile App,AMOUNT RS. 1000 DEDUCTED VIA MOBILE BANKING APP BUT INTERNET QUOTA NOT RENEWED.,English,Recharge Issue,Package Auto-Renew Fail,Critical,Medium,Billing,In Progress,Eng. Subash Giri,Pending investigation by assigned field team.,0.0,False,False,Frustrated,,5G,ONT Optical Router,N/A,7620.04,Recharge/Top-up transaction success in payment portal but uncredited in billing Engine.
NTC-202607-001847,2026-07-19,05:38:09,Karnali,Dailekh,Business,BizFiber 150Mbps,Mobile App,"Cannot resolve specific web domains, DNS probe finished bad config.",English,DNS,CDN Routing Failure,Medium,Medium,Network Operations,In Progress,Eng. Deepa Sharma,Pending investigation by assigned field team.,0.0,False,False,Neutral,,4G,Smartphone,N/A,411.21,Primary/Secondary DNS server resolution failure for target domain names.
NTC-202602-003741,2026-02-21,17:19:30,Koshi,Jhapa,Residential,Fiber 200Mbps,Counter Visit,ghar sarnu pareko le internet connection shifting garidine application.,Nepali-English,Others,Name Transfer Inquiry,Low,Low,Customer Care,Resolved,Eng. Nabin Chaudhary,Replaced faulty power supply adapter unit for ONT device. Verified line online status.,46.95,False,False,Neutral,5,4G,MiFi Dongle,N/A,58.43,General inquiry or non-technical support ticket.
NTC-202606-012610,2026-06-14,00:49:12,Lumbini,Dang,Business,BizFiber 150Mbps,SMS Alert,"Kotha ma matrai WiFi aauchha, arko room ma signal dherai weak hunchha.",Nepali-English,Weak WiFi,SSID Not Broadcasted,Low,Low,Internet Support,Escalated,Eng. Ramesh Shrestha,Pending investigation by assigned field team.,0.0,True,False,Frustrated,,ADSL,4G CPE Router,Tenda,201.51,Wi-Fi signal propagation issues inside customer premises.
NTC-202603-007987,2026-03-25,17:47:06,Sudurpashchim,Kanchanpur,Government,Secured Intranet SLA,Web Portal,Recharge gare pachi झन् internet slow chali rakhya cha. Fix garidinus. Waiting for reply.,Nepali-English,Internet Slow,Peak Hour Degradation,Critical,Medium,Internet Support,Resolved,Eng. Unassigned,Field team dispatched to site in Kanchanpur. Re-spliced optical fiber cable and tested optical power level (-19dBm). Link restored.,1.04,True,False,Frustrated,3,ADSL,Wi-Fi Router,ZTE,4652.21,Customer experiencing lower than subscribed bandwidth speed.
NTC-202602-000406,2026-02-11,23:41:16,Gandaki,Gorkha,Residential,Fiber 100Mbps,SMS Alert,Phone ma WiFi disconnect bhai raakhchha room change garda. Thanks.,Nepali-English,Weak WiFi,2.4GHz Coverage Weak,Low,Low,Internet Support,Resolved,Eng. Sita Adhikari,Recharge transaction re-processed manually via payment clearing system; customer account credited.,60.11,False,False,Neutral,5,ADSL,Smartphone,Tenda,289.07,Wi-Fi signal propagation issues inside customer premises.
NTC-202602-014311,2026-02-06,00:30:30,Madhesh,Bara,Corporate,SLA Premium Fiber,Social Media,"FYI, SIM card active gardidinus, citizenship verification update bho bhaneko thiyo. Kindly check.",Nepali-English,SIM Activation,KYC Verification Pending,Critical,Medium,Mobile Team,Resolved,Eng. Unassigned,KYC documents manually verified in billing engine system and SIM profile activated.,4.8,False,False,Angry,4,5G,Smartphone,N/A,5057.68,SIM card provisioning or KYC activation issue.
NTC-202604-010266,2026-04-26,14:57:38,Bagmati,Chitwan,Residential,ADSL Standard,Web Portal,"NTC Support, SIM block bhayo, incoming ra outgoing kei chaldaena.",Nepali-English,SIM Blocked,IMEI Blacklisted,Medium,High,Mobile Team,Resolved,Eng. Unassigned,Replaced faulty power supply adapter unit for ONT device. Verified line online status.,15.77,False,False,Neutral,4,4G,MiFi Dongle,N/A,159.83,SIM line locked or blocked due to security/inactivity.
NTC-202605-010089,2026-05-24,14:48:30,Lumbini,Kapilvastu,Business,Biz 4G Pro,Social Media,New SIM card purchased yesterday still showing 'No Service' on mobile network. Please fix ASAP.,English,SIM Activation,eSIM QR Code Failure,Medium,Medium,Mobile Team,Pending,Eng. Unassigned,Pending investigation by assigned field team.,0.0,False,False,Frustrated,,5G,Wi-Fi Router,N/A,328.38,SIM card provisioning or KYC activation issue.
NTC-202607-012825,2026-07-10,13:26:58,Madhesh,Bara,Government,GovNet Enterprise Fiber 100Mbps,SMS Alert,"Urgent: Statement ma double charge katya chha, billing correction garidinus.",Nepali-English,Billing,Tax Invoice Request,Low,Low,Billing,Resolved,Eng. Sunita Tamang,Replaced faulty power supply adapter unit for ONT device. Verified line online status.,30.36,False,False,Neutral,5,ADSL,Smartphone,D-Link,471.53,Billing discrepancy or customer account tariff dispute.
NTC-202607-006318,2026-07-17,03:05:01,Sudurpashchim,Achham,Business,BizFiber 300Mbps,Mobile App,Set-Top Box HDMI output showing 'No Signal' on television.,English,IPTV,STB HDMI Signal Lost,Medium,Medium,Internet Support,Resolved,Eng. Subash Giri,Field team dispatched to site in Achham. Re-spliced optical fiber cable and tested optical power level (-19dBm). Link restored.,16.49,False,False,Neutral,4,FTTH,Wi-Fi Router,Nokia,326.63,"IPTV stream pixelation, freezing, or STB authentication failure."
NTC-202605-006582,2026-05-21,16:05:58,Koshi,Ilam,Residential,Fiber 50Mbps,Counter Visit,"Complain: Number suspend vayecha kyc fill nagarera, instant unblock garidinu. Solved this fast.",Nepali-English,SIM Blocked,IMEI Blacklisted,Medium,High,Mobile Team,Resolved,Eng. Prakash Maharjan,Adjusted WiFi radio channel frequencies and updated router firmware to resolve stability issue.,9.0,False,False,Neutral,4,5G,ONT Optical Router,N/A,345.01,SIM line locked or blocked due to security/inactivity.
NTC-202603-010572,2026-03-21,12:28:33,Koshi,Morang,Business,Biz 4G Pro,Call Center (198),HD TV channels showing black screen with audio buffering error.,English,IPTV,STB HDMI Signal Lost,Medium,Medium,Internet Support,Resolved,Eng. Unassigned,Rebooted port interface on OLT/BRAS gateway and refreshed PPPoE user session credentials.,46.58,False,False,Frustrated,2,FTTH,Wi-Fi Router,ZTE,469.78,"IPTV stream pixelation, freezing, or STB authentication failure."
NTC-202603-001448,2026-03-13,06:12:52,Sudurpashchim,Doti,Corporate,SLA Premium Fiber,Mobile App,Enterprise Gateway static IP unreachable.,Nepali-English,Enterprise,Static IP Routing Drop,Critical,High,Enterprise Support,Resolved,Eng. Bikash Thapa,Adjusted WiFi radio channel frequencies and updated router firmware to resolve stability issue.,2.13,False,False,Frustrated,3,Fiber,MiFi Dongle,Huawei,6330.79,Dedicated enterprise leased link outage reported with high SLA priority.
NTC-202607-000343,2026-07-20,12:33:58,Gandaki,Syangja,Business,Corporate Dedicated 50Mbps,Call Center (198),"NTC Support, Getting 'Network Busy' / 'All lines are occupied' error code when dialing.",English,Voice Call,Call Muting,Medium,Medium,Mobile Team,Resolved,Eng. Nabin Chaudhary,Adjusted WiFi radio channel frequencies and updated router firmware to resolve stability issue.,20.21,False,False,Neutral,5,4G,Wi-Fi Router,N/A,353.92,Voice call quality degradation or call establishment failure.
NTC-202604-007469,2026-04-15,19:10:13,Gandaki,Syangja,Corporate,Dedicated Internet 100Mbps,SMS Alert,sites loading when using 8.8.8.8 but failing on automatic dns. thanks.,English,DNS,DNS Server Timeout,Critical,Medium,Network Operations,Resolved,Eng. Ramesh Shrestha,Rebooted port interface on OLT/BRAS gateway and refreshed PPPoE user session credentials.,4.13,True,False,Angry,4,5G,Wi-Fi Router,N/A,4000.45,Primary/Secondary DNS server resolution failure for target domain names.
NTC-202605-014051,2026-05-04,21:46:17,Bagmati,Dhading,Business,BizFiber 150Mbps,SMS Alert,esim profile qr code scan failed with registration error. service pending. thanks.,English,SIM Activation,MNP Porting Delay,Medium,Medium,Mobile Team,Pending,Eng. Unassigned,Pending investigation by assigned field team.,0.0,False,False,Frustrated,,4G,4G CPE Router,N/A,166.71,SIM card provisioning or KYC activation issue.
NTC-202602-010720,2026-02-16,02:59:33,Madhesh,Siraha,Business,Biz 4G Pro,Counter Visit,SIM ma PUK code maagyo mistakely PIN wrong hanera. Unlock code chahiyo.,Nepali-English,SIM Blocked,IMEI Blacklisted,Medium,High,Mobile Team,Resolved,Eng. Deepa Sharma,Replaced faulty power supply adapter unit for ONT device. Verified line online status.,11.73,False,False,Frustrated,3,5G,Smartphone,N/A,445.99,SIM line locked or blocked due to security/inactivity.
NTC-202603-000728,2026-03-10,09:23:24,Gandaki,Gorkha,Residential,Fiber 100Mbps,SMS Alert,"FYI, SIM card active gardidinus, citizenship verification update bho bhaneko thiyo. Please fix ASAP.",Nepali-English,SIM Activation,MNP Porting Delay,Medium,Medium,Mobile Team,In Progress,Eng. Anish Karki,Pending investigation by assigned field team.,0.0,False,False,Neutral,,4G,Fiber Media Converter,N/A,254.34,SIM card provisioning or KYC activation issue.
NTC-202604-004578,2026-04-27,10:01:42,Madhesh,Rautahat,Business,BizFiber 150Mbps,SMS Alert,Two-factor authentication codes delayed by over 30 minutes. Thanks.,English,SMS Failure,SMSC Center Error,Low,Low,Mobile Team,Resolved,Eng. Bikash Thapa,Recharge transaction re-processed manually via payment clearing system; customer account credited.,17.4,False,False,Happy,4,5G,Fiber Media Converter,N/A,473.66,Customer unable to send or receive SMS / OTP notifications.
NTC-202604-009169,2026-04-06,20:14:27,Madhesh,Dhanusha,Residential,4G Unlimited Pack,SMS Alert,WiFi password keeps prompting incorrect even though entered correctly. Solved this fast.,English,Weak WiFi,SSID Not Broadcasted,Low,Low,Internet Support,Resolved,Eng. Ramesh Shrestha,Field team dispatched to site in Dhanusha. Re-spliced optical fiber cable and tested optical power level (-19dBm). Link restored.,35.76,False,False,Happy,5,ADSL,Wi-Fi Router,D-Link,108.56,Wi-Fi signal propagation issues inside customer premises.
NTC-202603-009251,2026-03-26,10:12:46,Gandaki,Syangja,Residential,Fiber 50Mbps,Counter Visit,"HELOO SUPPORT TEAM, RADIUS AAA SERVER TIMEOUT DURING ROUTER PPPOE HANDSHAKE ATTEMPT.",English,Authentication,RADIUS Server Timeout,High,High,Network Operations,Pending,Eng. Unassigned,Pending investigation by assigned field team.,0.0,False,False,Frustrated,,ADSL,Fiber Media Converter,TP-Link,814.31,PPPoE or RADIUS AAA authentication rejection.
NTC-202602-003517,2026-02-18,21:15:19,Karnali,Salyan,Residential,ADSL Standard,Call Center (198),Problem report - Game khelda ping 400+ pugchha. High ping problem lagataar aairacha. Kindly check.,Nepali-English,High Ping,Gaming Latency Spike,Medium,Medium,Internet Support,Resolved,Eng. Prakash Maharjan,Replaced faulty power supply adapter unit for ONT device. Verified line online status.,44.12,False,False,Neutral,4,Fiber,Fiber Media Converter,Nokia,413.75,High latency/ping spikes affecting real-time network traffic.
NTC-202607-013343,2026-07-07,01:47:11,Madhesh,Sarlahi,Business,Corporate Dedicated 50Mbps,Social Media,ESEWA BATA RECHARGE GAREKO PAISA KATYO TARA ACCOUNT MA BALANCE CREDIT BHAYENA.,Nepali-English,Recharge Issue,Scratch Card Invalid,Medium,Medium,Billing,Resolved,Eng. Prakash Maharjan,Adjusted WiFi radio channel frequencies and updated router firmware to resolve stability issue.,42.23,False,False,Neutral,4,5G,Fiber Media Converter,N/A,295.85,Recharge/Top-up transaction success in payment portal but uncredited in billing Engine.
